Name of the file,Topic,Participant,CN,Dialogue,Translation,CSs/s,Comments
,,Interviewer,00:42:22mins,And the society expects you actually to speak the way you should.  ,And the society expects you actually to speak the way you should.  ,,
,,Alvin,,The way you should,The way you should,,
,,Interviewer,,When you have gone through education,When you have gone through education,,
,,Alvin,,"When you have gone through education because even uh, in as much as we do use Sheng, you're there, maybe you've graduated and you-maybe you're at an age of thirty-five and you still have the Sheng you were using when you were in high school or you were thirteen people will really wonder, have you-because education is supposed to [inaudible], you become mentored, you mature.  That's why we do study.  ","When you have gone through education because even uh, in as much as we do use Sheng, you're there, maybe you've graduated and you-maybe you're at an age of thirty-five and you still have the Sheng you were using when you were in high school or you were thirteen people will really wonder, have you-because education is supposed to [inaudible], you become mentored, you mature.  That's why we do study.  ",,
,,Interviewer,,Even in the kind of language-,Even in the kind of language-,,
,,Alvin,,The kind of language should mature up. ,The kind of language should mature up. ,,
,Youth Culture,Interviewer,,"Okay. Now, what kind of issues do you talk about with your friends nowadays? What is the current issue that you talk about?","Okay. Now, what kind of issues do you talk about with your friends nowadays? What is the current issue that you talk about?",,
,,Alvin,,"Now the issues we do talk about are very numerous. For one, we do talk issues concerning sports.   Sports a lot, especially maybe about the Kenyan premier league itself.  About maybe the UFA, about uh-I mean the champions league-","Now the issues we do talk about are very numerous. For one, we do talk issues concerning sports.   Sports a lot, especially maybe about the Kenyan premier league itself.  About maybe the UFA, about uh-I mean the champions league-",,
,,Interviewer,,The champions' league.,The champions' league.,,
,,Alvin,,"Yea.  So those are some of the things that we do talk about. Apart from that, uh, we do talk about politics and it about politics. Especially: the conclusi-I mean elections were concluded-just, it's not so far.  And there are a lot of things going on right now in Kenya.  Like there's wrangels between the house, the senate, the national assembly, So you find out yourself discussing, after watching the news you ask yourselves ""What's your point of view on this? how do you see things?"" You ask you ""Eh, I don't see, it's not okay"". So another thing we do talk about is like uh, issues to do with relationships. Maybe you-you stressed up, you're dating maybe some girl and then this girl you find this girl with somebody else. Or maybe you've got differences. So you know you'll approach your friend and open up to. Cuz I know everybody has a friend, that you can open up to and share. ","Yea.  So those are some of the things that we do talk about. Apart from that, uh, we do talk about politics and it about politics. Especially: the conclusi-I mean elections were concluded-just, it's not so far.  And there are a lot of things going on right now in Kenya.  Like there's wrangels between the house, the senate, the national assembly, So you find out yourself discussing, after watching the news you ask yourselves ""What's your point of view on this? how do you see things?"" You ask you ""Eh, I don't see, it's not okay"". So another thing we do talk about is like uh, issues to do with relationships. Maybe you-you stressed up, you're dating maybe some girl and then this girl you find this girl with somebody else. Or maybe you've got differences. So you know you'll approach your friend and open up to. Cuz I know everybody has a friend, that you can open up to and share. ",,
,,Interviewer,00:44:26mins,Okay. ,Okay. ,,
,,Alvin,,"So in such a situation, you find this friend and then you like <Sheng label='quotation'>'Bana</Sheng label='quotation'>, it's this and this, we had these differences, how can we go about it?""  And then you-it's like that. Or somebody asks you ""Nowadays I don't-I-I see you , maybe walking around with several ladies, what is it all about?""  So you find yourselves talking issues like that.  Apart from that, we've got friends that we can talk about family issues.  I've got a friend maybe there's a problem back at home, umm, maybe he has not been sent money and he doesn't have that money for upkeep.  And you know that is a friend whom, you truly know him background.  He tells you ""Back at home it's like this, my mom and my dad have this problem, could you please give-maybe lend me some cash I will get it back to you"".  So we find ourselves talking about that. And when it comes to politics now, again right now in campus, elections are just-elections are supposed to be held because those who are in the students' governing council, SGC, they're supposed-most of them are fourth years who are going home.","So in such a situation, you find this friend and then you like <English>Man</English>, it's this and this, we had these differences, how can we go about it?""  And then you-it's like that. Or somebody asks you ""Nowadays I don't-I-I see you , maybe walking around with several ladies, what is it all about?""  So you find yourselves talking issues like that.  Apart from that, we've got friends that we can talk about family issues.  I've got a friend maybe there's a problem back at home, umm, maybe he has not been sent money and he doesn't have that money for upkeep.  And you know that is a friend whom, you truly know him background.  He tells you ""Back at home it's like this, my mom and my dad have this problem, could you please give-maybe lend me some cash I will get it back to you"".  So we find ourselves talking about that. And when it comes to politics now, again right now in campus, elections are just-elections are supposed to be held because those who are in the students' governing council, SGC, they're supposed-most of them are fourth years who are going home.",CS,SM: Quotation
,,Interviewer,,Ok,Ok,,
,,Alvin,,"And there's again a constitution there's supposed to be-I mean they're supposed to have-some ammenents are supposed to be done to it. So in such situation, we find ourselves talking to-talking about, uh I mean about uh, about politics.  Far from politics, we also do talk about maybe academic issues. ","And there's again a constitution there's supposed to be-I mean they're supposed to have-some ammenents are supposed to be done to it. So in such situation, we find ourselves talking to-talking about, uh I mean about uh, about politics.  Far from politics, we also do talk about maybe academic issues. ",,
,,Interviewer,,Okay.,Okay.,,
,,Alvin,00:46:00mins,"Because for instance you've got an assignment you've been given.  You've tried, you've gone through the internet, you've gone through the books, you've-not finding something-I mean relevant to this. Maybe you approach your friends as you wait for the lecture hall, lecture hall, you are at the lecture hall waiting for the lecturer to come, you're like ""How do you see, I went through it and I'm not finding anything.  How did you go about it?"" So basically [uncertain transcription], so basically politics or issues to do with relationships-","Because for instance you've got an assignment you've been given.  You've tried, you've gone through the internet, you've gone through the books, you've-not finding something-I mean relevant to this. Maybe you approach your friends as you wait for the lecture hall, lecture hall, you are at the lecture hall waiting for the lecturer to come, you're like ""How do you see, I went through it and I'm not finding anything.  How did you go about it?"" So basically [uncertain transcription], so basically politics or issues to do with relationships-",,
,,Interviewer,,Sports.,Sports.,,
,,Alvin,,"Sports. Uuh, issues with academics and uh, at large that's for short. Issues.","Sports. Uuh, issues with academics and uh, at large that's for short. Issues.",,
,,Interview,,Why do you talk about these issues?,Why do you talk about these issues?,,
,,Alvin,,"Now, some of them are very-some of them are inevitable because they are a part of us.","Now, some of them are very-some of them are inevitable because they are a part of us.",,
,,Interviewer,,Okay.,Okay.,,
,,Alvin,,"You can't just stake, like uh, some of them are inherent in-for instance if you take something maybe like academics, I'm a student.  And if all my time I don't even talk about it people will wonder because I sometimes I find it something that is so: maybe disturbing. So some of them are just inherent that you can't sideline ourselves from them because they are issues, they are realities in the society.  You can't just like uh-I mean uuh, you'll just sideline yourself from the society. You can't lock yourself in your own closet because you need to develop.  And uh, for a normal human being, for you to develop fairly well and uh-you need to grow be multi-in all dimensions. You need to grow in all dimensions.  You need to grow academics, you need to=","You can't just stake, like uh, some of them are inherent in-for instance if you take something maybe like academics, I'm a student.  And if all my time I don't even talk about it people will wonder because I sometimes I find it something that is so: maybe disturbing. So some of them are just inherent that you can't sideline ourselves from them because they are issues, they are realities in the society.  You can't just like uh-I mean uuh, you'll just sideline yourself from the society. You can't lock yourself in your own closet because you need to develop.  And uh, for a normal human being, for you to develop fairly well and uh-you need to grow be multi-in all dimensions. You need to grow in all dimensions.  You need to grow academics, you need to=",,
,,Interviewer,,Socially.,Socially.,,
,,Alvin,,"Socially. You need to socialize as yourself you socialize with people around.  You need to know about politics because it's here, cuz it would be very-somebody asks you, ""Who is the current [uncertain transcription] secretary in Kenya?' "" Now due to the fact that you don't like politics so you-I mean because you don't want to listen to news, like some people are they were saying most of the time when the news starts it's ""so and so, so and so"".  So in such a situation, we can't just avoid them. Some they are inevitable.  Yea.","Socially. You need to socialize as yourself you socialize with people around.  You need to know about politics because it's here, cuz it would be very-somebody asks you, ""Who is the current [uncertain transcription] secretary in Kenya?' "" Now due to the fact that you don't like politics so you-I mean because you don't want to listen to news, like some people are they were saying most of the time when the news starts it's ""so and so, so and so"".  So in such a situation, we can't just avoid them. Some they are inevitable.  Yea.",,
,Language,Interviewer,00:48:12mins,"And when we speak about these issues, we still bring in the issue of language.  What kind of language do we talk about this? What kind of language maybe do we use in talking about these issues?","And when we speak about these issues, we still bring in the issue of language.  What kind of language do we talk about this? What kind of language maybe do we use in talking about these issues?",,
,,Alvin,,"Now the kind of language we use varies depending on the context or the topic to be discussed.  If maybe you're watching football match, and you're there. Maybe you're a group of maybe soccer fanatics, you're watching the game, you'll find yourselves talking probably with the youths, Sheng.  And maybe if it's a social issue, maybe I have something so pressing, and then I go to: maybe a peer counselor.  That is, you know there is a social issue, a relationship I'll need to explain that well to her in English because that is now a formal set up.","Now the kind of language we use varies depending on the context or the topic to be discussed.  If maybe you're watching football match, and you're there. Maybe you're a group of maybe soccer fanatics, you're watching the game, you'll find yourselves talking probably with the youths, Sheng.  And maybe if it's a social issue, maybe I have something so pressing, and then I go to: maybe a peer counselor.  That is, you know there is a social issue, a relationship I'll need to explain that well to her in English because that is now a formal set up.",,
,,Interviewer,,Okay.,Okay.,,
,,Alvin,,"Yea, and maybe again I meet my lecturer.  I want some assistance or maybe somehow maybe I'm doing some research.  For instance right now third year our group are doing some project, proposal.  So maybe there's a part you don't understand.  You have to go there and explain it in Swahili cuz the research you've done, the project is all about Swahili. So it will be very irrelevant I'm there with English and the research is all about Swahili.  So the context will determine the type of language we use, it varies.  I can't say that I want to use English in all of them.  I'm talking to: like my friend we discussing about soccer it's English. I'm with my coursemates it's English. I'm with my roomates it's English.  No. I think the society some of these things have been set up by the society itself.  ","Yea, and maybe again I meet my lecturer.  I want some assistance or maybe somehow maybe I'm doing some research.  For instance right now third year our group are doing some project, proposal.  So maybe there's a part you don't understand.  You have to go there and explain it in Swahili cuz the research you've done, the project is all about Swahili. So it will be very irrelevant I'm there with English and the research is all about Swahili.  So the context will determine the type of language we use, it varies.  I can't say that I want to use English in all of them.  I'm talking to: like my friend we discussing about soccer it's English. I'm with my coursemates it's English. I'm with my roomates it's English.  No. I think the society some of these things have been set up by the society itself.  ",,
,,Interviewer,,Okay.,Okay.,,
,,Alvin,,Yea.,Yea.,,
,,Interviewer,00:50:00mins,"Now talking about these languages that we normally call informal.  Maybe the Sheng, what do you think should be done, with the Sheng. Do we:-do we have to incorporate them into-make it official maybe? Or, what do you think?","Now talking about these languages that we normally call informal.  Maybe the Sheng, what do you think should be done, with the Sheng. Do we:-do we have to incorporate them into-make it official maybe? Or, what do you think?",,
,,Alvin,,"Now Sheng, I think uuh, what we need to do is uh, just sensitize people.  Because uh, if we now want to try to like uh, bring Sheng to be formal, I think as a society we are headed to a very bad place.  ","Now Sheng, I think uuh, what we need to do is uh, just sensitize people.  Because uh, if we now want to try to like uh, bring Sheng to be formal, I think as a society we are headed to a very bad place.  ",,
,,Interviewer,,Okay.,Okay.,,
,,Alvin,,"Because [inaudible false starts] you: can imagine a scenario you are in an office or maybe you're reading a:-because if it is now official. If Sheng is to be official, the constitution will have to recognize that, you will find a constitution written in Sheng.  You remember-uh-I mean you can imagine how that would be.  It would be so awkward.","Because [inaudible false starts] you: can imagine a scenario you are in an office or maybe you're reading a:-because if it is now official. If Sheng is to be official, the constitution will have to recognize that, you will find a constitution written in Sheng.  You remember-uh-I mean you can imagine how that would be.  It would be so awkward.",,
,,Interview,,Okay.,Okay.,,
,,Alvin,,"So the only way is to embrace Sheng and sensitize the youth.  That in as much as Sheng is okay, use it to identify yourself as being a youth, because right now the youths if you don't speak Sheng people will say ""You're like uh-so much localized, you're just=""","So the only way is to embrace Sheng and sensitize the youth.  That in as much as Sheng is okay, use it to identify yourself as being a youth, because right now the youths if you don't speak Sheng people will say ""You're like uh-so much localized, you're just=""",,
,,Interview,,You're too plain.,You're too plain.,,
,,Alvin,,"You're too plain, you're so much-<Swahili label='quotation'>'wewe uli-ni waushagoo, wewe ulizaliwa ushagoo uliishi huko huwezi ukazungumza Sheng?</Swahili label='quotation'>  So the only thing you can do to something like Sheng is to embrace it and sensitize the youth. Because we need uh, people-and Sheng you know is not international for one.  ","You're too plain, you're so much-<English>'You, were you-are your from the rural, were you born in the rural, did you live there that you can't speak Sheng?</English>  So the only thing you can do to something like Sheng is to embrace it and sensitize the youth. Because we need uh, people-and Sheng you know is not international for one.  ",CS,
,,Interview,,Okay.,Okay.,,
,,Alvin,00:51:36mins,"It's only spoken in uh: maybe:-now because Sheng, probably if you look at the language-if for instance you go to Tanzania, there are a group of people who don't speak pure Swahili.  You'll find some words from there-the different communities that are there. So it's not an international language. So if we were to put it to be official or if we were to encourage people to use it, somebody gets so used to it-maybe you travel to: for instance you travel to Germany, you will not find people who speak Sheng there. So you'll find it very hard communicating, simply because you are used to speaking to Sheng.  But if you speak to-uh-in English, English is ver-is an international language, if you go to whatever country you go to, you'll find-even if you go to France you'll still find people speaking in? In English.  You can go to Germany, it applies there. So Sheng, the only thing you can do to it is sensitize people.  Cuz if again you'll want to, like root Sheng out of the languages, this means that you're going to kill a lot of-especially the musicians.  In Kenya most-the musicians especially the local artists use Sheng.  And this is how it has influenced-and apart from that, if you look at the media. Right now we've got individuals who are in the media.  They don't use that-the language they use it's purely Sheng or at times that broken Swahili.  Cuz if you look at QFM, the guy who you, they are just there. And most stations nowadays they're embracing them because they want audience, they want people to listen to them.  Cuz if you-like it's a station that speaks uses-for instance ABC, that you've got none of this comedians there who maybe speak very broken.  For instance if you look at somebody like Jelaa, who says maybe </Sheng label='exemplification'>kalamu changu</Sheng label='exemplification'> (chuckles).  So, you'll find that-","It's only spoken in uh: maybe:-now because Sheng, probably if you look at the language-if for instance you go to Tanzania, there are a group of people who don't speak pure Swahili.  You'll find some words from there-the different communities that are there. So it's not an international language. So if we were to put it to be official or if we were to encourage people to use it, somebody gets so used to it-maybe you travel to: for instance you travel to Germany, you will not find people who speak Sheng there. So you'll find it very hard communicating, simply because you are used to speaking to Sheng.  But if you speak to-uh-in English, English is ver-is an international language, if you go to whatever country you go to, you'll find-even if you go to France you'll still find people speaking in? In English.  You can go to Germany, it applies there. So Sheng, the only thing you can do to it is sensitize people.  Cuz if again you'll want to, like root Sheng out of the languages, this means that you're going to kill a lot of-especially the musicians.  In Kenya most-the musicians especially the local artists use Sheng.  And this is how it has influenced-and apart from that, if you look at the media. Right now we've got individuals who are in the media.  They don't use that-the language they use it's purely Sheng or at times that broken Swahili.  Cuz if you look at QFM, the guy who you, they are just there. And most stations nowadays they're embracing them because they want audience, they want people to listen to them.  Cuz if you-like it's a station that speaks uses-for instance ABC, that you've got none of this comedians there who maybe speak very broken.  For instannce if you look at somebody like Jelaa, who says maybe </English>my pencil</English> (said in very broken Swahili)(chuckles).  So, you'll find that-",CS,SM: Exemplification.
,,Interview,,So that is funny in itself.,So that is funny in itself.,,
,,Alvin,,It's funny and they want to get audience.,It's funny and they want to get audience.,,
,,Interview,,Okay.,Okay.,,
,,Alvin,00:53:45mins,"Because uh, they are-these are business set ups. These people want to make money.  So another thing that we can do about Sheng in Kenya, right now, is like uh, in high schools, in as much as it is discouraged, but when people still confine themselves into some closets when teachers are not around, they're still speaking this. And it affects-that even when somebody maybe a class-a Form Two writes a composition or uh-that imaginative, you'll find some traces of Sheng. In that-traces, even in [inaudible] you'll find some traces of Sheng.   So the only way is to sensitize the youth and that should be done thoroughly well.  Telling them that this language, use it because it's not bad using it, just use it.  But more often try using English and Swahili. Yea.","Because uh, they are-these are business set ups. These people want to make money.  So another thing that we can do about Sheng in Kenya, right now, is like uh, in high schools, in as much as it is discouraged, but when people still confine themselves into some closets when teachers are not around, they're still speaking this. And it affects-that even when somebody maybe a class-a Form Two writes a composition or uh-that imaginative, you'll find some traces of Sheng. In that-traces, even in [inaudible] you'll find some traces of Sheng.   So the only way is to sensitize the youth and that should be done thoroughly well.  Telling them that this language, use it because it's not bad using it, just use it.  But more often try using English and Swahili. Yea.",,
,,Interviewer,,"Now you do Bachelor of Arts in Kiswahili. If you were given a chance to do, maybe a Bachelor of Arts maybe in English, would you take English or Kiswahili.  And maybe why?","Now you do Bachelor of Arts in Kiswahili. If you were given a chance to do, maybe a Bachelor of Arts maybe in English, would you take English or Kiswahili.  And maybe why?",,
,,Alvin,,"Now, to me I think I'll take Swahili, uh and I think that was again a motivating factor for me.  Because for one, what I said is, the English I know right now I think is uh-is enough for me to communicate fairly well.  ","Now, to me I think I'll take Swahili, uh and I think that was again a motivating factor for me.  Because for one, what I said is, the English I know right now I think is uh-is enough for me to communicate fairly well.  ",,
,,Interviewer,,Okay.,Okay.,,
,,Alvin,,"But um, I was so poor in Swahili. So I wanted at least to learn that Swahili so that at least I have some level of uh-cuz mostly, where I came from people don't speak Swahili that much.  More oftenly it's English. So English um-ah-wam-ah-I was very comfortable with English.  I can speak it well, communicate.","But um, I was so poor in Swahili. So I wanted at least to learn that Swahili so that at least I have some level of uh-cuz mostly, where I came from people don't speak Swahili that much.  More oftenly it's English. So English um-ah-wam-ah-I was very comfortable with English.  I can speak it well, communicate.",,
,,Interviewer,,And people from your area can even speak good English.,And people from your area can even speak good English.,,
,,Alvin,,Good English. So I-so I-,Good English. So I-so I-,,
,,Interviewer,,So it's Kiswahili which is not being spoken very well.,So it's Kiswahili which is not being spoken very well.,,
,,Alvin,,Very well.,Very well.,,
,,Interviewer,,And you wanted to demystify the fact that people from that area cannot learn.,And you wanted to demystify the fact that people from that area cannot learn.,,
,,Alvin,00:55:50mins,"Cannot learn because, even when I came-at times I do speak.  So when you speak somebody asks you-maybe it's a list going around, somebody sees your name [Alvin], [Alvin] um my name is [says full name].","Cannot learn because, even when I came-at times I do speak.  So when you speak somebody asks you-maybe it's a list going around, somebody sees your name [Alvin], [Alvin] um my name is [says full name].",,
,,Interviewer,,Okay.,Okay.,,
,,Alvin,,"So when somebody sees [says his Luo last name] ""<Swahili label='quotation'>Eh! Mjaluo</Swahili label='quotation'> you're a Luo and you're taking Kiswahili!"" (laughter between Alvin and interviewer)","So when somebody sees [says his Luo last name] ""<English>Eh! A Luo person</English> you're a Luo and you're taking Kiswahili!"" (laughter between Alvin and interviewer)",CS,SM: Quotation
,,Interview,,They do expect that people from that area cannot take Kiswahili?,They do expect that people from that area cannot take Kiswahili?,,
,,Alvin,,"Cannot take Kiswahili.  They only want to see you probably:, maybe if it's English they say ""Oh, we're used to-that is very-that is not news.  [inaudible], that is not news we've seen people"". But if it's Kiswahili, they'll say ""Ah?! Uh uh."" (laughter)","Cannot take Kiswahili.  They only want to see you probably:, maybe if it's English they say ""Oh, we're used to-that is very-that is not news.  [inaudible], that is not news we've seen people"". But if it's Kiswahili, they'll say ""Ah?! Uh uh."" (laughter)",,
,,Interviewer,,"Okay. Maybe what is the attitude of people from those are-from that area towards English, or maybe towards Kiswahili?","Okay. Maybe what is the attitude of people from those are-from that area towards English, or maybe towards Kiswahili?",,
,,Alvin,,"People from my area, mmh! Regard English highly as compared to Kiswahili. ","People from my area, mmh! Regard English highly as compared to Kiswahili. ",,
,,Interviewer,,Okay.,Okay.,,
,,Alvin,,"And uh:, I think the reason-not even people from my area.  Most people-most people-and I think this has some:-because if you look at some:-at some point when you look at Kenya. It can be traced back-if I was to give you a brief-a very brief history, of this.  In Kenya some back-for instance Kiswahili, during the colonial period.  When these people came, uuh-there was that uh-they wanted to: really have aah:-I mean influence these people to change.  So Kiswahili, the reason why-most people really have a negative attitude towards it is colonization.  In aah:Tanzania, when aah: the Germany first came, they came there, started teaching people Kiswahili, so that to: enable to facilitate the colonization process. So that after the end of World War II, that is 1939-1945, they were defeated.  The Germans were defeated.  And then now the British went into Tanzania.  So when the British went, uuh, people were learning Swahili.  And Swahili was spreading far and wide.  So when they went there they told uh-they removed-they were associating Kiswahili with Islam.  ","And uh:, I think the reason-not even people from my area.  Most people-most people-and I think this has some:-because if you look at some:-at some point when you look at Kenya. It can be traced back-if I was to give you a brief-a very brief history, of this.  In Kenya some back-for instance Kiswahili, during the colonial period.  When these people came, uuh-there was that uh-they wanted to: really have aah:-I mean influence these people to change.  So Kiswahili, the reason why-most people really have a negative attitude towards it is colonization.  In aah:Tanzania, when aah: the Germany first came, they came there, started teaching people Kiswahili, so that to: enable to facilitate the colonization process. So that after the end of World War II, that is 1939-1945, they were defeated.  The Germans were defeated.  And then now the British went into Tanzania.  So when the British went, uuh, people were learning Swahili.  And Swahili was spreading far and wide.  So when they went there they told uh-they removed-they were associating Kiswahili with Islam.  ",,
,,Interviewer,00:58:15mins,Okay,Okay,,
,,Alvin,,"So they saw that, if we really teach people Swahili, we'll like be teaching them Islam because most of Swahili words are borrowed. A very big percentage is borrowed from:, Ara-Ara-Arabic.  ","So they saw that, if we really teach people Swahili, we'll like be teaching them Islam because most of Swahili words are borrowed. A very big percentage is borrowed from:, Ara-Ara-Arabic.  ",,
,,Interviewer,,Okay.,Okay.,,
,,Alvin,,"Is borrowed from Arabic. So they saw that ""If we spread Swahili, it's like we're spreading Islam and yet we've come here to establish Christianity"".  So they started uh: like teaching people English.  That is when they started people-teaching people English.  So again as-we saw-when people started seeing that-now they saw ""Kiswahili is bad"" cuz they influenced people and people changed.  People now saw ""English is associated with these people and therefore we want to speak in English.""  So this is something that has been passed on from generation to generation.  And it's even here today, people don't want to speak in Swahili so, it's a very long history, it's not something that just started yesterday. It started-something that started long time ago. So that is why people from my area and uh, very many regions don't want to speak in Kiswahili. ","Is borrowed from Arabic. So they saw that ""If we spread Swahili, it's like we're spreading Islam and yet we've come here to establish Christianity"".  So they started uh: like teaching people English.  That is when they started people-teaching people English.  So again as-we saw-when people started seeing that-now they saw ""Kiswahili is bad"" cuz they influenced people and people changed.  People now saw ""English is associated with these people and therefore we want to speak in English.""  So this is something that has been passed on from generation to generation.  And it's even here today, people don't want to speak in Swahili so, it's a very long history, it's not something that just started yesterday. It started-something that started long time ago. So that is why people from my area and uh, very many regions don't want to speak in Kiswahili. ",,
,,Interviewer,,"Kiswahili.  You talked about fellowshipping with a Christian union,","Kiswahili.  You talked about fellowshipping with a Christian union,",,
,,Alvin,,Yea.,Yea.,,
,,Interviewer,,Which kind of language do you normally use?,Which kind of language do you normally use?,,
,,Alvin,,"Now:, language-we use there in:-during aah, the preaching, when they preach there's preach-uh, they preach in English, purely. It's not transla-there's not transala-translated or interpretated here.  Cuz everybody understands English fairly well.  And then if it is uh:-probably: the interactions, service has come to an end, you now interact before you finally leave the: church, you have to:-at times you interact-you find yourself talking Swahili, Sheng. Somebody asks you ""<Sheng label='quotation'>Ey, niaje?</Sheng label='quotation'>.  You know that is Sheng? You tell- somebody asks you ""<Sheng label='quotation'>Niaje</Sheng>?"" and then you tell them ""good"". (laughter) You know so you'll have to say ""<Swahili label='quotation'>Ah, poa</Swahili label='quotation'>"" so you know what you find yourself using? ","Now:, language-we use there in:-during aah, the preaching, when they preach there's preach-uh, they preach in English, purely. It's not transla-there's not transala-translated or interpretated here.  Cuz everybody understands English fairly well.  And then if it is uh:-probably: the interactions, service has come to an end, you now interact before you finally leave the: church, you have to:-at times you interact-you find yourself talking Swahili, Sheng. Somebody asks you <English>Ey, what's up?</English>.  You know that is Sheng? You tell- somebody asks you <English>What's up?</English> and then you tell them ""good"". (laughter) You know so you'll have to say <English>Ah, chill</English> so you know what you find yourself using? ",CS,SM: Quotation
,,Interviewer,,Mm hh?,Mm hh?,,
,,Alvin,,Sheng. ,Sheng. ,,
,,Interviewer,,"Okay. So thanks so much Alvin. And uh, to that we have come to the end of this interview session.  And I really want to appreciate for your time, and the kind of information you have given me.  ","Okay. So thanks so much Alvin. And uh, to that we have come to the end of this interview session.  And I really want to appreciate for your time, and the kind of information you have given me.  ",,
,,Alvin,,Yea.,Yea.,,
,,Interviewer,,Thank you for that.,Thank you for that.,,
,,Alvin,,You're welcome. ,You're welcome. ,,
